,Artist Name,Track Name,ms Played,Listen Count,Key,Tempo,Danceability,Energy,Loudness,Speechiness,Acousticness,Liveness,Valence,Liked
20091,First to Eleven,Nothing Else Matters,381971,1,4,141.953,0.52,0.48,-7.66,0.027,0.0194,0.108,0.0543,False
20092,OTMGirls,Aggressive Girl - English ver.,187495,2,0,195.999,0.321,0.919,-4.402,0.12,0.000782,0.137,0.157,False
20093,System Of A Down,Cigaro,131706,3,1,110.709,0.378,0.99,-1.594,0.0611,0.000469,0.259,0.761,False
20094,Noize MC,Chasing the Horizon,198666,1,7,135.047,0.672,0.892,-4.697,0.0383,0.0663,0.0867,0.728,False
20095,Incubus,Echo,214333,1,2,135.95,0.588,0.543,-10.596,0.0268,0.182,0.11,0.21,False
20096,Good Morning,Warned You,133128,1,6,138.163,0.507,0.428,-4.677,0.0263,0.662,0.101,0.406,False
20097,Pinkshift,i'm gonna tell my therapist on you,22159,3,8,95.03,0.408,0.904,-4.29,0.0499,0.000318,0.0634,0.4,False
20098,dodie,Arms Unfolding,95764,1,2,82.602,0.444,0.0667,-15.892,0.0491,0.993,0.128,0.318,False
20099,Natalie Taylor,Love Life,186766,1,10,110.041,0.514,0.668,-4.672,0.0359,0.296,0.117,0.198,False
20100,Oasis,Headshrinker - Remastered,281840,1,7,79.685,0.213,0.847,-2.924,0.058,0.00313,0.377,0.254,False
20101,Rogue Wave,Lake Michigan,228349,2,3,81.354,0.437,0.823,-7.048,0.0411,0.0423,0.0903,0.754,False
20102,Wild Party,Chasin' Honey,189960,4,7,176.1,0.526,0.637,-5.052,0.0656,0.02,0.0978,0.765,False
20103,Fleetwood Mac,Seven Wonders - Early Version; 2017 Remaster,274253,1,3,113.881,0.675,0.527,-9.501,0.0263,0.0448,0.101,0.66,False
20104,steezy prime,Self Control,79769,1,10,97.56,0.625,0.409,-15.177,0.0394,0.887,0.113,0.404,False
20105,Memphis May Fire,Blood & Water,230673,1,1,140.009,0.461,0.966,-2.792,0.189,3.5e-05,0.33,0.459,False
20106,A Perfect Circle,Judith (Live),258680,3,6,111.088,0.253,0.947,-5.328,0.0981,2.48e-05,0.85,0.183,False
20107,Angus & Julia Stone,Choking,0,1,2,110.236,0.626,0.0865,-15.29,0.059,0.464,0.111,0.0376,False
20108,Birdy,Let It All Go,280757,2,10,107.005,0.383,0.43,-8.644,0.0302,0.817,0.0869,0.174,False
20109,Marvin Gaye,Sexual Healing,238600,2,0,94.382,0.805,0.602,-9.7,0.0579,0.119,0.0581,0.744,False
20110,Emil Bulls,Survivor,248013,2,5,159.983,0.439,0.956,-2.217,0.108,0.000153,0.522,0.647,False
20111,Superdrag,Keep It Close to Me,230690,1,5,132.404,0.385,0.887,-5.72,0.0482,0.000283,0.636,0.261,False
20112,Pop Evil,Purple,244466,1,4,155.927,0.393,0.902,-3.283,0.0616,0.00124,0.116,0.492,False
20113,Freedom Fry,Classic,280293,1,5,74.087,0.494,0.86,-4.139,0.0819,0.347,0.202,0.589,False
20114,Kalidia,Black Sails,243000,2,0,93.701,0.437,0.868,-5.455,0.0538,6.72e-05,0.346,0.325,False
20115,Lennon Stella,Kissing Other People,161760,1,2,94.007,0.71,0.662,-5.941,0.0717,0.548,0.119,0.3,False
20116,Nieka Moss,Moon River,215690,1,10,89.981,0.602,0.0565,-19.745,0.0297,0.972,0.0922,0.263,False
20117,Bon Iver,Flume,420560,1,11,132.87,0.437,0.143,-17.012,0.0329,0.927,0.109,0.0868,False
20118,Black Hill,Hidden Valley,415080,1,11,98.015,0.592,0.211,-14.299,0.0314,0.918,0.225,0.0376,False
20119,Akano,"Ashiato - Footprints (From ""My Hero Academia Season 5"") - Cover",90124,1,6,164.236,0.652,0.693,-5.188,0.0991,0.0596,0.0771,0.763,False
20120,The Hit Crew,Rondo Alla Turca,56378,1,9,133.662,0.579,0.214,-17.31,0.0417,0.982,0.0869,0.72,False
20121,Vivian Leva,Time is Everything (feat. Riley Calcagno),185246,1,11,115.697,0.57,0.419,-9.296,0.0345,0.635,0.192,0.481,False
20122,Dove Cameron,Do What You Gotta Do,177216,1,7,135.05,0.595,0.894,-4.712,0.0493,0.00368,0.0491,0.768,False
20123,Art Pepper,These Foolish Things (Remind Me Of You),361160,1,10,57.442,0.379,0.0983,-18.338,0.0356,0.924,0.0895,0.155,False
20124,Nickelback,The Devil Went Down to Georgia,11406,1,10,136.874,0.604,0.715,-4.568,0.0552,0.000141,0.056,0.375,False
20125,Capra,The Locust Preacher,173276,1,9,168.541,0.25,0.989,-3.193,0.255,0.0149,0.563,0.183,False
20126,Rave The Reqviem,Fvck the Vniverse,253847,1,11,138.135,0.236,0.992,-6.5,0.289,0.00299,0.419,0.36,False
20127,Caamp,Vagabond,2230,1,4,141.922,0.571,0.399,-11.919,0.0364,0.766,0.0926,0.611,False
20128,Manic Street Preachers,Winterlovers,188306,1,7,95.11,0.478,0.804,-5.091,0.0281,0.00183,0.386,0.521,False
20129,Mayer Hawthorne,The Stars Are Ours,16981,1,7,129.992,0.744,0.834,-5.759,0.0491,0.384,0.137,0.81,False
20130,Limp Bizkit,Almost Over,278000,1,9,100.013,0.581,0.773,-5.046,0.0272,0.00259,0.114,0.397,False
20131,Natasha Bedingfield,Put Your Arms Around Me,1160,1,0,94.998,0.758,0.703,-4.182,0.0492,0.15,0.0705,0.708,False
20132,A Day To Remember,This Is the House That Doubt Built,210333,1,11,182.882,0.285,0.946,-3.874,0.0843,0.000505,0.0826,0.2,False
20133,Nirvana,Blew - Remastered,174453,1,1,129.852,0.407,0.877,-6.618,0.0565,5.15e-06,0.32,0.533,False
20134,Poppy Ackroyd,Paper,274743,1,5,115.007,0.612,0.494,-14.336,0.027,0.915,0.0841,0.325,False
20135,Blithe Field,Clasped Hands,228498,1,11,87.853,0.411,0.272,-15.062,0.0417,0.85,0.0727,0.118,False
20136,The Oh Hellos,Hello My Old Heart,256006,3,0,90.081,0.557,0.299,-10.634,0.0266,0.624,0.0914,0.297,False
20137,beabadoobee,Sorry - Alternate Edit,197863,1,11,157.872,0.36,0.454,-6.518,0.027,0.0704,0.129,0.301,False
20138,The Rasmus,Back in the Picture,224840,2,6,150.982,0.475,0.846,-3.991,0.0316,0.00111,0.0936,0.457,False
20139,Colbie Caillat,Runnin,220466,1,11,158.875,0.589,0.668,-5.501,0.0329,0.105,0.191,0.472,False
20140,Foals,The Runner,261936,1,2,104.022,0.513,0.953,-2.626,0.0539,0.0148,0.112,0.466,False
20141,OSI,Set the Controls for the Heart of the Sun,530436,1,11,110.882,0.462,0.536,-12.594,0.0658,0.317,0.109,0.309,False
20142,MAGIC GIANT,Window,209613,1,5,116.023,0.401,0.723,-5.549,0.0408,0.00956,0.0444,0.781,False
20143,Violet Orlandi,Aerials,228791,2,1,75.043,0.546,0.465,-10.596,0.037,0.36,0.356,0.219,False
20144,The Dead Milkmen,Bitchin' Camaro,362133,1,0,155.368,0.549,0.345,-16.77,0.463,0.586,0.0537,0.832,False
20145,Enemy Inside,In My Blood,211632,1,4,170.126,0.396,0.967,-4.285,0.157,0.00014,0.347,0.323,False
20146,t.A.T.u.,All the Things She Said - Live,225303,1,5,90.003,0.503,0.9,-4.486,0.0492,0.0143,0.94,0.34,False
20147,Blind Melon,"Galaxie / Hello, Goodbye",211000,3,0,100.007,0.459,0.556,-7.98,0.0348,0.194,0.153,0.697,False
20148,Cash Cash,Ride or Die (feat. Phoebe Ryan),48411,1,0,99.979,0.547,0.881,-3.152,0.0512,0.0159,0.171,0.215,False
20149,YOSIE,For a Ride,253015,1,2,147.08,0.656,0.723,-5.892,0.0332,0.687,0.115,0.297,False
20150,Echosmith,Everyone Cries,218984,2,0,139.681,0.423,0.268,-7.919,0.0353,0.922,0.138,0.169,False
20151,Emily Wells,Antidote (Live Arrangement),342724,1,4,92.76,0.498,0.404,-7.929,0.0276,0.86,0.0943,0.0722,False
20152,The Silverblack,Prototype,208470,1,10,95.003,0.571,0.985,-2.051,0.0848,0.0234,0.433,0.425,False
20153,Grouplove,Just What You Want (feat. Dani Miller of Surfbort),197160,1,10,151.002,0.474,0.803,-4.159,0.0793,0.00834,0.258,0.447,False
20154,Faber Drive,Tounge Tied,210653,1,1,166.045,0.395,0.94,-4.32,0.0451,0.00328,0.153,0.564,False
20155,Black Joe Lewis & The Honeybears,Face in the Scene,245400,1,10,96.046,0.823,0.471,-6.946,0.0412,0.149,0.101,0.499,False
20156,Modest Mouse,"3rd Planet - Live at the Social, Orlando, FL - February 2004",325400,1,7,164.831,0.352,0.764,-6.214,0.0522,0.122,0.816,0.535,False
20157,Jack Back,Grenade,212893,1,0,124.0,0.627,0.883,-6.915,0.081,0.027,0.0917,0.479,False
20158,Relient K,Who I Am Hates Who I've Been,232266,1,3,166.823,0.398,0.902,-3.518,0.0861,0.00289,0.066,0.491,False
20159,猫 シ Corp.,Waiting,95014,1,1,86.052,0.628,0.266,-14.675,0.0671,0.947,0.149,0.517,False
20160,Oasis,The Masterplan - Remastered,71238,2,7,149.041,0.357,0.562,-7.788,0.0308,0.0117,0.075,0.148,False
20161,Marc Anthony,Flor Pálida,280453,1,7,93.537,0.574,0.802,-3.976,0.0316,0.659,0.0765,0.739,False
20162,Screaming Trees,Shadow of the Season,273813,1,0,184.482,0.163,0.937,-5.502,0.0882,4.63e-05,0.372,0.413,False
20163,Porno for Pyros,Freeway,262893,1,4,125.502,0.407,0.484,-11.151,0.0606,0.0766,0.369,0.44,False
20164,Stand Atlantic,Bullfrog,181386,1,2,174.976,0.447,0.963,-2.927,0.119,0.000169,0.92,0.579,False
20165,No Signal,aphelion,272000,1,2,139.983,0.39,0.29,-12.69,0.0328,0.936,0.131,0.0747,False
20166,Joshua Redman,"Right Back Round Again (feat. Brad Mehldau, Christian McBride & Brian Blade)",2950,2,6,124.019,0.576,0.542,-10.167,0.0344,0.683,0.0513,0.565,False
20167,U2,I Still Haven't Found What I'm Looking For,277476,1,1,100.894,0.564,0.774,-9.424,0.0368,0.0135,0.0861,0.657,False
20168,Maroon 5,Love Somebody,229813,1,1,120.016,0.675,0.792,-6.303,0.0368,0.145,0.12,0.395,False
20169,Dead!,Skin,204349,2,8,100.915,0.399,0.905,-5.43,0.0584,0.000624,0.246,0.282,False
20170,Tall Heights,Back to Autumn,199653,1,8,110.919,0.478,0.587,-8.032,0.0304,0.461,0.069,0.34,False
20171,Bud Powell,Polka Dots And Moonbeams - Remastered,244466,1,2,102.408,0.552,0.171,-13.66,0.0544,0.955,0.122,0.152,False
20172,Airways,Listen to Your Friends,220080,1,8,112.995,0.569,0.742,-8.088,0.035,0.00123,0.302,0.399,False
20173,Raveena,Nectar,266029,1,0,127.866,0.668,0.37,-10.848,0.0467,0.666,0.075,0.306,False
20174,Paul McCartney,Back In The USSR - Live,37417,2,9,144.101,0.266,0.976,-2.917,0.0777,0.121,0.991,0.378,False
20175,Distorted Harmony,Every Time She Smiles,409400,1,5,129.322,0.448,0.852,-7.985,0.0456,0.00488,0.0911,0.394,False
20176,Tom Waits,Long Way Home,190200,1,10,141.091,0.655,0.221,-16.322,0.0312,0.598,0.111,0.506,False
20177,Gardiner Sisters,Kids,215604,2,2,100.97,0.482,0.255,-10.083,0.0279,0.95,0.104,0.601,False
20178,Kevin Abstract,Peach,176732,1,7,131.895,0.646,0.682,-5.847,0.0759,0.683,0.107,0.421,False
20179,We Are The In Crowd,Long Live The Kids,251106,1,9,153.592,0.239,0.806,-6.4,0.0823,0.0291,0.526,0.272,False
20180,A Perfect Circle,3 Libras - Feel My Ice Dub,268373,1,1,143.979,0.66,0.676,-10.173,0.0467,0.096,0.102,0.589,False
20181,Rob Smyles,talk it out,211200,1,2,75.106,0.333,0.258,-16.234,0.109,0.969,0.117,0.058,False
20182,Ali Brustofski,E.T.,195821,1,5,145.948,0.52,0.567,-6.092,0.0271,0.482,0.117,0.328,False
20183,beabadoobee,Dance with Me,234282,2,4,199.95,0.36,0.209,-10.293,0.0355,0.967,0.153,0.227,False
20184,Against The Current,lullaby,218204,2,8,108.031,0.598,0.784,-5.979,0.059,0.124,0.424,0.447,False
20185,AViVA,PSYCHO,214355,3,7,140.005,0.631,0.558,-5.767,0.0406,0.0369,0.349,0.321,False
20186,Finger Eleven,Conversations,214266,1,8,113.086,0.591,0.906,-4.423,0.0445,0.000323,0.0831,0.52,False
20187,Okkervil River,Red,441272,1,0,184.757,0.263,0.473,-10.42,0.0395,0.77,0.115,0.394,False
20188,A War Within,Pragmatic,251612,2,0,186.049,0.414,0.954,-5.689,0.158,0.00145,0.106,0.584,False
20189,Chris Cornell,Seasons,691119,2,10,152.112,0.474,0.422,-10.476,0.0297,0.198,0.145,0.2,False
20190,Foxes,Devil Side,239480,1,6,77.96,0.566,0.619,-3.919,0.0266,0.345,0.121,0.175,False
20191,Mortal Love,I Make the Mistake,263693,1,5,98.014,0.506,0.594,-7.812,0.0296,0.0504,0.106,0.0608,False
20192,Royal Deluxe,I'm Gonna Do My Thing,189509,1,2,85.002,0.552,0.569,-5.468,0.0339,0.0282,0.134,0.384,False
20193,Placebo,Too Many Friends,214737,1,7,110.048,0.614,0.805,-5.206,0.0343,0.00326,0.315,0.306,False
20194,French For Rabbits,Claimed by the Sea,257506,1,5,115.295,0.436,0.187,-12.737,0.0352,0.918,0.111,0.0479,False
20195,Buckcherry,Lit Up,215560,1,5,128.822,0.652,0.871,-3.136,0.034,0.000535,0.357,0.938,False
20196,Pain of Salvation,Undertow,287213,1,7,136.033,0.589,0.656,-6.741,0.0403,0.409,0.397,0.212,False
20197,The Police,Voices Inside My Head,20607,1,4,108.795,0.822,0.628,-11.739,0.129,0.0269,0.156,0.52,False
20198,Once Proven,Contemplating No Thing,128250,1,3,62.528,0.423,0.00107,-35.389,0.0626,0.996,0.112,0.634,False
20199,Ariana Grande,Problem,193920,3,1,103.008,0.66,0.805,-5.352,0.153,0.0192,0.159,0.625,False
20200,Children Of Bodom,Are You Dead Yet?,234880,1,8,96.009,0.461,0.961,-3.011,0.0479,6.39e-06,0.308,0.416,False
20201,Foo Fighters,"Big Me - Live at Studio 606 West, Northridge, CA - September 2007",180266,1,0,98.793,0.468,0.325,-11.302,0.0305,0.217,0.166,0.126,False
20202,Little May,Hide - Remastered 2015/ Bonus Track,212106,1,8,133.896,0.571,0.634,-10.037,0.0388,0.266,0.111,0.211,False
20203,Hexvessel,Gaia,373443,3,2,131.69,0.203,0.563,-9.708,0.0345,0.465,0.109,0.0921,False
20204,Год Змеи,Секс и рок-н-ролл,182266,1,0,140.769,0.438,0.914,-3.576,0.0632,0.000954,0.0558,0.576,False
20205,OSI,Remain Calm,248200,1,9,106.866,0.48,0.534,-7.003,0.0572,0.00507,0.452,0.128,False
20206,Charlie Cunningham,"Paper Planes (Live from Spotify, London)",201173,1,2,177.413,0.479,0.454,-9.187,0.0739,0.496,0.672,0.75,False
20207,Port Noir,Black from the Ink,329426,2,11,109.984,0.578,0.719,-8.71,0.0366,0.00232,0.122,0.463,False
20208,Zaho,Tant de choses,208400,1,7,114.936,0.77,0.808,-5.877,0.086,0.0773,0.351,0.632,False
20209,Beck,Ramona - Acoustic Version,60426,1,9,131.418,0.552,0.33,-9.532,0.0355,0.892,0.0984,0.123,False
20210,Teenage Wrist,"Stoned, Alone",189363,1,7,82.021,0.426,0.824,-3.698,0.0342,3.71e-05,0.0477,0.521,False
20211,Jack's Mannequin,Bruised - 2015 Remaster,242746,1,3,136.034,0.484,0.92,-4.603,0.0533,0.00909,0.119,0.357,False
20212,Just Surrender,Your Life and Mine,168520,1,11,115.037,0.633,0.933,-2.355,0.05,0.114,0.217,0.565,False
20213,Emile Haynie,Come Find Me,172866,1,6,75.26,0.217,0.364,-6.786,0.0314,0.872,0.0961,0.0519,False
20214,The Alchemy,Afterlife,195178,3,1,84.002,0.577,0.826,-4.121,0.0319,0.0038,0.0664,0.282,False
20215,Alexander 23,When I Die,157386,2,9,147.894,0.526,0.446,-7.535,0.194,0.368,0.0728,0.522,False
20216,Crankdat,Reasons to Run,31650,1,9,145.942,0.661,0.703,-2.204,0.0686,0.124,0.0931,0.659,False
20217,Beartooth,Devastation,221748,1,1,94.953,0.501,0.988,-3.339,0.12,6.02e-05,0.394,0.192,False
20218,OSI,Guards,606412,2,1,116.004,0.547,0.909,-6.715,0.0388,0.000583,0.067,0.842,False
20219,The Replacements,Can't Hardly Wait - 2008 Remaster,188146,1,2,141.256,0.538,0.814,-7.06,0.0526,0.03,0.114,0.58,False
20220,Conquer Divide,Nightmares,322000,2,2,149.947,0.428,0.925,-3.95,0.162,0.00234,0.779,0.229,False
20221,Florence + The Machine,Breath Of Life,248459,1,0,146.114,0.466,0.779,-7.379,0.0423,0.00198,0.104,0.247,False
20222,Carissa's Wierd,Ignorant Piece of Shit,389166,1,6,87.001,0.237,0.719,-5.936,0.0309,0.259,0.15,0.578,False
20223,Extreme,More Than Words,334106,1,6,91.893,0.626,0.134,-14.898,0.0298,0.467,0.113,0.239,False
20224,Coheed and Cambria,Feathers,295360,2,9,132.937,0.551,0.966,-2.809,0.0597,0.00644,0.0858,0.7,False
20225,Jaira Burns,High Rollin,177501,2,4,95.968,0.697,0.586,-4.879,0.0296,0.143,0.15,0.575,False
20226,Drug Church,Banco Popular,96934,1,4,129.967,0.436,0.928,-3.438,0.0833,0.0436,0.464,0.529,False
20227,Anna Burch,Asking 4 a Friend,233306,1,9,203.842,0.326,0.578,-7.085,0.0298,0.0335,0.0912,0.456,False
20228,Windrunner,Raven,214120,1,6,125.044,0.496,0.925,-6.012,0.0769,0.00101,0.154,0.167,False
20229,MTVoid,Scanner Void,157093,3,9,120.069,0.474,0.628,-7.538,0.0317,0.00433,0.269,0.411,False
20230,Ethernity,Grey Skies,388533,1,7,135.022,0.499,0.928,-5.333,0.0626,9.25e-05,0.134,0.365,False
20231,Forever We Roam,Lifeguard,243559,1,1,95.987,0.557,0.782,-7.193,0.0324,6.54e-05,0.0952,0.647,False
20232,LÜT,Bangkok Nonstop,197087,1,1,129.985,0.465,0.922,-3.938,0.0603,0.00198,0.206,0.249,False
20233,"Evelyn ""Champagne"" King","Spirit of the Dancer - 7"" Version",205800,2,1,123.171,0.892,0.559,-11.686,0.0877,0.000709,0.031,0.715,False
20234,Mac DeMarco,My Kind of Woman,190845,1,6,91.769,0.501,0.765,-7.063,0.0281,0.00294,0.184,0.46,False
20235,Yeasayer,2080,274419,1,9,120.083,0.498,0.803,-6.932,0.0682,0.301,0.35,0.517,False
20236,Zack Hemsey,Don't Get in My Way,408096,1,8,87.987,0.649,0.738,-6.181,0.0395,0.237,0.118,0.165,False
20237,Set It Off,Hourglass,177653,2,5,105.021,0.62,0.941,-2.915,0.047,0.0596,0.207,0.627,False
20238,Spoon,Trouble Comes Running,371519,1,0,141.568,0.478,0.889,-6.485,0.0466,0.0979,0.123,0.707,False
20239,Dreamhouse,Part of Your World,180797,1,11,154.853,0.491,0.781,-4.612,0.0652,0.0134,0.115,0.325,False
20240,League of Legends,Burn It All Down - Denzel Curry Remix,215121,2,9,145.106,0.65,0.838,-5.239,0.0697,0.00225,0.153,0.717,False
20241,The Revivalists,Wish I Knew You,131878,1,0,101.034,0.649,0.718,-6.593,0.0261,0.142,0.124,0.718,False
20242,Miss Cherry Delight,Cherry Blood,211000,1,9,150.087,0.475,0.54,-6.673,0.0351,0.201,0.471,0.391,False
20243,Joey Pecoraro,Laundry Day,205458,1,5,108.937,0.702,0.467,-10.503,0.0623,0.594,0.109,0.349,False
20244,Porno for Pyros,Meija,193440,1,11,95.721,0.445,0.57,-9.429,0.0466,9.49e-05,0.0837,0.462,False
20245,Bleed From Within,Alive,285493,1,4,151.213,0.305,0.973,-3.466,0.109,0.000141,0.301,0.177,False
20246,Metric,The Shade,129138,1,5,94.006,0.597,0.814,-3.833,0.0317,0.0289,0.0663,0.629,False
20247,SLAVES,The Pact,252293,3,2,169.119,0.284,0.601,-6.053,0.0446,0.148,0.0981,0.36,False
20248,Grouplove,Bitin' the Bullet,248706,1,6,81.996,0.566,0.742,-6.255,0.0333,0.0335,0.362,0.436,False
20249,44phantom,freak,145626,1,10,80.016,0.638,0.622,-5.927,0.0389,0.00993,0.147,0.753,False
20250,Glded,Canyon,189445,1,9,178.579,0.353,0.222,-18.344,0.0327,0.809,0.11,0.133,False
20251,Smith & Thell,Hotel Walls - Acoustic Version,207524,2,11,137.892,0.586,0.479,-8.853,0.0328,0.682,0.0605,0.2,False
20252,Florence + The Machine,Patricia,153948,1,9,118.003,0.507,0.652,-5.872,0.0469,0.528,0.108,0.191,False
20253,"Oh, Be Clever",River,457526,1,10,149.819,0.578,0.678,-4.965,0.0338,0.0173,0.106,0.425,False
20254,Lana Del Rey,Born To Die - Woodkid & The Shoes Remix,241040,1,4,92.988,0.577,0.678,-8.847,0.0463,0.113,0.308,0.206,False
20255,Spoon,On The Radio,399662,1,2,127.996,0.68,0.901,-4.475,0.0292,0.0613,0.262,0.697,False
20256,Amaranthe,365,208304,1,7,164.995,0.475,0.878,-6.905,0.0707,0.000227,0.3,0.477,False
20257,The Black Keys,Good Love (feat. Billy F Gibbons),435235,1,9,91.206,0.641,0.622,-5.783,0.0281,0.149,0.121,0.793,False
20258,Silversun Pickups,Don't Know Yet,264744,1,9,193.846,0.532,0.689,-6.719,0.0368,0.00165,0.109,0.628,False
20259,James,Many Faces,315226,1,7,138.025,0.502,0.674,-7.402,0.0282,0.0654,0.138,0.25,False
20260,Bombilates,Time of My Life,16611,1,9,108.959,0.708,0.578,-10.048,0.0264,0.0131,0.332,0.594,False
20261,Echosmith,Lost Somebody,212192,1,5,159.997,0.481,0.841,-5.165,0.0385,0.000316,0.122,0.392,False
20262,A-RISE (綺羅ツバサ(CV.桜川めぐ)、統堂英玲奈(CV.松永真穂)、優木あんじゅ(CV.大橋歩夕)),Private Wars - 第1話挿入歌,206373,1,2,128.03,0.723,0.885,-6.442,0.0487,0.0151,0.0676,0.913,False
20263,InsideOut A Cappella,Peanut Butter and Jelly,168146,1,5,120.064,0.802,0.253,-8.729,0.0633,0.926,0.11,0.657,False
20264,Ariana Grande,Leave Me Lonely,229680,2,8,90.927,0.445,0.446,-7.468,0.0312,0.599,0.339,0.389,False
20265,Kelly Clarkson,Addicted,237400,1,10,200.027,0.394,0.691,-5.124,0.0359,0.0195,0.394,0.314,False
20266,Nick Cave,Mars Theme,102656,1,2,126.763,0.437,0.338,-12.57,0.0319,0.734,0.114,0.0369,False
20267,Cinder,Soul Creation - 2010 Recording,133616,1,1,79.238,0.468,0.905,-4.391,0.0707,6.47e-06,0.0564,0.712,False
20268,Smallpools,Pray for Me,0,2,4,97.978,0.587,0.763,-6.625,0.138,0.0917,0.351,0.607,False
20269,MADKID,FAITH (English version),5840,1,5,156.992,0.528,0.957,-3.274,0.167,0.00154,0.281,0.668,False
20270,Baby Storme,Loverboy,170402,1,11,184.657,0.477,0.584,-8.47,0.123,0.659,0.18,0.22,False
20271,Marvin Gaye,Ain't No Mountain High Enough,151666,1,7,129.991,0.663,0.6,-10.87,0.032,0.43,0.184,0.8,False
20272,The Dave Brubeck Quartet,Strange Meadow Lark,442227,1,8,125.464,0.53,0.143,-17.471,0.0423,0.958,0.278,0.119,False
20273,Stupead,Alright,185066,1,0,124.034,0.774,0.808,-5.929,0.328,0.318,0.26,0.518,False
20274,Wilderado,Sorrow - Acoustic,180706,2,0,143.946,0.575,0.223,-10.563,0.029,0.922,0.102,0.295,False
20275,Disturbed,Prayer,218973,2,9,99.149,0.651,0.914,-4.672,0.0677,0.000671,0.0251,0.573,False
20276,A Perfect Circle,What's Going on (Live),301649,2,1,166.067,0.415,0.949,-5.778,0.0852,0.000352,0.824,0.188,False
20277,Death Cab for Cutie,Title and Registration,219266,1,9,115.803,0.752,0.544,-10.373,0.0314,0.343,0.109,0.723,False
20278,Falco,Rock Me Amadeus,49119,1,4,176.735,0.61,0.817,-9.45,0.133,0.296,0.0884,0.89,False
20279,Modestep,Flying High,238546,1,6,140.009,0.569,0.817,-6.912,0.0718,0.00186,0.146,0.0607,False
20280,Sharon Van Etten,I Don't Want to Let You Down,245320,1,7,94.574,0.48,0.669,-6.832,0.0273,0.0103,0.147,0.42,False
20281,Alyssa Bernal,I'm Not The Only One - Live Acoustic,217500,1,7,165.276,0.519,0.138,-13.391,0.0347,0.928,0.0687,0.339,False
20282,Vicky Psarakis,Only for the Weak,276571,1,8,105.006,0.475,0.807,-8.825,0.0444,1.95e-05,0.277,0.295,False
20283,Scorpions,Wind Of Change,15600,1,0,151.505,0.452,0.524,-10.108,0.0351,0.315,0.103,0.246,False
20284,Sabrina Carpenter,Paris,218080,1,2,114.839,0.576,0.671,-6.408,0.0474,0.0482,0.114,0.226,False
20285,Steve Miller Band,Jet Airliner,2700,2,5,122.956,0.574,0.664,-11.5,0.0346,0.0737,0.22,0.936,False
20286,Mateo Messina,Band Ass,26427,1,0,144.109,0.522,0.679,-12.235,0.0425,0.0629,0.193,0.0747,False
20287,The Animal In Me,Smoke & Mirrors,259761,1,0,126.019,0.474,0.992,-3.741,0.0657,0.00037,0.0808,0.136,False
20288,DNCE,Lose My Cool,173026,1,5,131.984,0.943,0.604,-7.043,0.0546,0.0835,0.12,0.891,False
20289,BAYNK,Come Home,246923,1,9,104.018,0.698,0.585,-7.629,0.0479,0.432,0.0946,0.116,False
20290,WAAX,Nothing Is Always,192733,1,5,139.997,0.506,0.958,-4.293,0.0618,0.000144,0.284,0.687,False
20291,Tutlie,Sky in Your Bones,173372,1,4,144.069,0.46,0.714,-8.816,0.0301,0.0311,0.627,0.178,False
20292,Marika Hackman,81,156425,1,0,124.758,0.54,0.326,-11.421,0.0286,0.827,0.113,0.308,False
20293,Bullet For My Valentine,Fever,237320,1,0,173.054,0.438,0.964,-3.334,0.116,0.000251,0.248,0.289,False
20294,Hollow Front,Still Life (Re-Imagined),250068,1,5,145.993,0.472,0.886,-4.82,0.0553,0.0461,0.171,0.286,False
20295,Good Charlotte,Hold On,245600,1,1,137.861,0.424,0.937,-5.354,0.0769,0.000884,0.113,0.156,False
20296,Fame on Fire,Scars Of Love,193194,1,2,85.027,0.68,0.428,-8.674,0.0307,0.219,0.19,0.424,False
20297,Focus,Hocus Pocus - Original Single Version,192199,1,9,187.106,0.266,0.815,-9.946,0.296,0.0514,0.242,0.432,False
20298,Sleep Token,Levitate,298453,1,0,128.001,0.465,0.373,-10.389,0.0335,0.673,0.0814,0.0566,False
20299,Buena Vista Social Club,El Cuarto De Tula,445458,3,9,104.299,0.523,0.697,-12.51,0.0454,0.637,0.263,0.874,False
20300,Emphatic,Get Paid,177853,2,1,93.966,0.488,0.931,-2.768,0.0392,0.0118,0.24,0.519,False
20301,Nightly,the car,165248,1,7,105.966,0.723,0.643,-4.65,0.044,0.292,0.139,0.826,False
20302,Syd Matters,Obstacles,208706,5,3,126.875,0.395,0.415,-8.461,0.0338,0.242,0.134,0.143,False
20303,Angus & Julia Stone,From The Stalls,0,1,7,110.86,0.648,0.548,-9.028,0.026,0.0313,0.148,0.22,False
20304,Nine Inch Nails,Capital G,229666,1,7,163.396,0.344,0.894,-3.772,0.149,0.029,0.094,0.681,False
20305,Dove Cameron,"Better Together - From ""Descendants: Wicked World""",164805,1,3,124.96,0.752,0.849,-4.008,0.0624,0.0218,0.305,0.861,False
20306,Blur,Charmless Man,213600,1,9,116.601,0.523,0.891,-6.092,0.0425,0.00608,0.0538,0.791,False
20307,James Bay,If You Ever Wanna Be In Love - James Bay Spotify Session 2015,236786,1,11,117.614,0.68,0.315,-8.425,0.0391,0.913,0.712,0.361,False
20308,Isobel Campbell,Snake Song,168066,1,1,97.314,0.58,0.519,-12.858,0.0372,0.546,0.0959,0.0384,False
20309,VALERAS,The Other Side,208293,2,0,150.0,0.476,0.951,-4.198,0.0651,0.00294,0.297,0.847,False
